close,date
342.99,2020-06-15
352.08,2020-06-16
351.59,2020-06-17
351.73,2020-06-18
349.72,2020-06-19
358.87,2020-06-22
366.53,2020-06-23
360.06,2020-06-24
364.84,2020-06-25
353.63,2020-06-26
361.78,2020-06-29
364.8,2020-06-30
364.11,2020-07-01
364.11,2020-07-02
373.85,2020-07-06
372.69,2020-07-07
381.37,2020-07-08
383.01,2020-07-09
383.68,2020-07-10
381.91,2020-07-13
388.23,2020-07-14
390.9,2020-07-15
386.09,2020-07-16
385.31,2020-07-17
393.43,2020-07-20
388.0,2020-07-21
389.09,2020-07-22
371.38,2020-07-23
370.46,2020-07-24
379.24,2020-07-27
373.01,2020-07-28
380.16,2020-07-29
384.76,2020-07-30
425.04,2020-07-31
435.75,2020-08-03
438.66,2020-08-04
440.25,2020-08-05
455.61,2020-08-06
444.45,2020-08-07
450.91,2020-08-10
437.5,2020-08-11
452.04,2020-08-12
460.04,2020-08-13
459.63,2020-08-14
458.43,2020-08-17
462.25,2020-08-18
462.83,2020-08-19
473.1,2020-08-20
497.48,2020-08-21
503.43,2020-08-24
499.3,2020-08-25
506.09,2020-08-26
500.04,2020-08-27
499.23,2020-08-28
129.04,2020-08-31
134.18,2020-09-01
131.4,2020-09-02
120.88,2020-09-03
120.96,2020-09-04
112.82,2020-09-08
117.32,2020-09-09
113.49,2020-09-10
112.0,2020-09-11
115.355,2020-09-14
115.54,2020-09-15
112.13,2020-09-16
110.34,2020-09-17
106.84,2020-09-18
110.08,2020-09-21
111.81,2020-09-22
107.12,2020-09-23
108.22,2020-09-24
112.28,2020-09-25
114.96,2020-09-28
114.09,2020-09-29
115.81,2020-09-30
116.79,2020-10-01
113.02,2020-10-02
116.5,2020-10-05
113.16,2020-10-06
115.08,2020-10-07
114.97,2020-10-08
116.97,2020-10-09
124.4,2020-10-12
121.1,2020-10-13
121.19,2020-10-14
120.71,2020-10-15
119.02,2020-10-16
115.98,2020-10-19
117.51,2020-10-20
116.87,2020-10-21
115.75,2020-10-22
115.04,2020-10-23
115.05,2020-10-26
116.6,2020-10-27
111.2,2020-10-28
115.32,2020-10-29
108.86,2020-10-30
108.77,2020-11-02
110.44,2020-11-03
114.95,2020-11-04
119.03,2020-11-05
118.69,2020-11-06
116.32,2020-11-09
115.97,2020-11-10
119.49,2020-11-11
119.21,2020-11-12
119.26,2020-11-13
120.3,2020-11-16
119.39,2020-11-17
118.03,2020-11-18
118.64,2020-11-19
117.34,2020-11-20
113.85,2020-11-23
115.17,2020-11-24
116.03,2020-11-25
116.59,2020-11-27
119.05,2020-11-30
122.72,2020-12-01
123.08,2020-12-02
122.94,2020-12-03
122.25,2020-12-04
123.75,2020-12-07
124.38,2020-12-08
121.78,2020-12-09
123.24,2020-12-10
122.41,2020-12-11
121.78,2020-12-14
127.88,2020-12-15
127.81,2020-12-16
128.7,2020-12-17
126.655,2020-12-18
128.23,2020-12-21
131.88,2020-12-22
130.96,2020-12-23
131.97,2020-12-24
136.69,2020-12-28
134.87,2020-12-29
133.72,2020-12-30
132.69,2020-12-31
129.41,2021-01-04
131.01,2021-01-05
126.6,2021-01-06
130.92,2021-01-07
132.05,2021-01-08
128.98,2021-01-11
128.8,2021-01-12
130.89,2021-01-13
128.91,2021-01-14
127.14,2021-01-15
127.83,2021-01-19
132.03,2021-01-20
136.87,2021-01-21
139.07,2021-01-22
142.92,2021-01-25
143.16,2021-01-26
142.06,2021-01-27
137.09,2021-01-28
131.96,2021-01-29
134.14,2021-02-01
134.99,2021-02-02
133.94,2021-02-03
137.39,2021-02-04
136.76,2021-02-05
136.91,2021-02-08
136.01,2021-02-09
135.39,2021-02-10
135.13,2021-02-11
135.37,2021-02-12
133.19,2021-02-16
130.84,2021-02-17
129.71,2021-02-18
129.87,2021-02-19
126.0,2021-02-22
125.86,2021-02-23
125.35,2021-02-24
120.99,2021-02-25
121.26,2021-02-26
127.79,2021-03-01
125.12,2021-03-02
122.06,2021-03-03
120.13,2021-03-04
121.42,2021-03-05
116.36,2021-03-08
121.085,2021-03-09
119.98,2021-03-10
121.96,2021-03-11
121.03,2021-03-12
123.99,2021-03-15
125.57,2021-03-16
124.76,2021-03-17
120.53,2021-03-18
119.99,2021-03-19
123.39,2021-03-22
122.54,2021-03-23
120.09,2021-03-24
120.59,2021-03-25
121.21,2021-03-26
121.39,2021-03-29
119.9,2021-03-30
122.15,2021-03-31
123.0,2021-04-01
125.9,2021-04-05
126.21,2021-04-06
127.9,2021-04-07
130.36,2021-04-08
132.995,2021-04-09
131.24,2021-04-12
134.43,2021-04-13
132.03,2021-04-14
134.5,2021-04-15
134.16,2021-04-16
134.84,2021-04-19
133.11,2021-04-20
133.5,2021-04-21
131.94,2021-04-22
134.32,2021-04-23
134.72,2021-04-26
134.39,2021-04-27
133.58,2021-04-28
133.48,2021-04-29
131.46,2021-04-30
132.54,2021-05-03
127.85,2021-05-04
128.1,2021-05-05
129.74,2021-05-06
130.21,2021-05-07
126.85,2021-05-10
125.91,2021-05-11
122.77,2021-05-12
124.97,2021-05-13
127.45,2021-05-14
126.27,2021-05-17
124.85,2021-05-18
124.69,2021-05-19
127.31,2021-05-20
125.43,2021-05-21
127.1,2021-05-24
126.9,2021-05-25
126.85,2021-05-26
125.28,2021-05-27
124.61,2021-05-28
124.28,2021-06-01
125.06,2021-06-02
123.54,2021-06-03
125.89,2021-06-04
125.9,2021-06-07
126.74,2021-06-08
127.13,2021-06-09
126.11,2021-06-10
127.35,2021-06-11
130.48,2021-06-14
129.64,2021-06-15
130.15,2021-06-16
131.79,2021-06-17
130.46,2021-06-18
132.3,2021-06-21
133.98,2021-06-22
133.7,2021-06-23
133.41,2021-06-24
133.11,2021-06-25
134.78,2021-06-28
136.33,2021-06-29
136.96,2021-06-30
137.27,2021-07-01
139.96,2021-07-02
142.02,2021-07-06
144.57,2021-07-07
143.24,2021-07-08
145.11,2021-07-09
144.5,2021-07-12
145.64,2021-07-13
149.15,2021-07-14
148.48,2021-07-15
146.39,2021-07-16
142.45,2021-07-19
146.15,2021-07-20
145.4,2021-07-21
146.8,2021-07-22
148.56,2021-07-23
148.99,2021-07-26
146.77,2021-07-27
144.98,2021-07-28
145.64,2021-07-29
145.86,2021-07-30
145.52,2021-08-02
147.36,2021-08-03
146.95,2021-08-04
147.06,2021-08-05
146.14,2021-08-06
146.09,2021-08-09
145.6,2021-08-10
145.86,2021-08-11
148.89,2021-08-12
149.1,2021-08-13
151.12,2021-08-16
150.19,2021-08-17
146.36,2021-08-18
146.7,2021-08-19
148.19,2021-08-20
149.71,2021-08-23
149.62,2021-08-24
148.36,2021-08-25
147.54,2021-08-26
148.6,2021-08-27
153.12,2021-08-30
151.83,2021-08-31
152.51,2021-09-01
153.65,2021-09-02
154.3,2021-09-03
156.69,2021-09-07
155.11,2021-09-08
154.07,2021-09-09
148.97,2021-09-10
149.55,2021-09-13
148.12,2021-09-14
149.03,2021-09-15
148.79,2021-09-16
146.06,2021-09-17
142.94,2021-09-20
143.43,2021-09-21
145.85,2021-09-22
146.83,2021-09-23
146.92,2021-09-24
145.37,2021-09-27
141.91,2021-09-28
142.83,2021-09-29
141.5,2021-09-30
142.65,2021-10-01
139.14,2021-10-04
141.11,2021-10-05
142.0,2021-10-06
143.29,2021-10-07
142.9,2021-10-08
142.81,2021-10-11
141.51,2021-10-12
140.91,2021-10-13
143.76,2021-10-14
144.84,2021-10-15
146.55,2021-10-18
148.76,2021-10-19
149.26,2021-10-20
149.48,2021-10-21
148.69,2021-10-22
148.64,2021-10-25
149.32,2021-10-26
148.85,2021-10-27
152.57,2021-10-28
149.8,2021-10-29
148.96,2021-11-01
150.02,2021-11-02
151.49,2021-11-03
150.96,2021-11-04
151.28,2021-11-05
150.44,2021-11-08
150.81,2021-11-09
147.92,2021-11-10
147.87,2021-11-11
149.99,2021-11-12
150.0,2021-11-15
151.0,2021-11-16
153.49,2021-11-17
157.87,2021-11-18
160.55,2021-11-19
161.02,2021-11-22
161.41,2021-11-23
161.94,2021-11-24
156.81,2021-11-26
160.24,2021-11-29
165.3,2021-11-30
164.77,2021-12-01
163.76,2021-12-02
161.84,2021-12-03
165.32,2021-12-06
171.18,2021-12-07
175.08,2021-12-08
174.56,2021-12-09
179.45,2021-12-10
175.74,2021-12-13
174.33,2021-12-14
179.3,2021-12-15
172.26,2021-12-16
171.14,2021-12-17
169.75,2021-12-20
172.99,2021-12-21
175.64,2021-12-22
176.28,2021-12-23
180.33,2021-12-27
179.29,2021-12-28
179.38,2021-12-29
178.2,2021-12-30
177.57,2021-12-31
182.01,2022-01-03
179.7,2022-01-04
174.92,2022-01-05
172.0,2022-01-06
172.17,2022-01-07
172.19,2022-01-10
175.08,2022-01-11
175.53,2022-01-12
172.19,2022-01-13
173.07,2022-01-14
169.8,2022-01-18
166.23,2022-01-19
164.51,2022-01-20
162.41,2022-01-21
161.62,2022-01-24
159.78,2022-01-25
159.69,2022-01-26
159.22,2022-01-27
170.33,2022-01-28
174.78,2022-01-31
174.61,2022-02-01
175.84,2022-02-02
172.9,2022-02-03
172.39,2022-02-04
171.66,2022-02-07
174.83,2022-02-08
176.28,2022-02-09
172.12,2022-02-10
168.64,2022-02-11
168.88,2022-02-14
172.79,2022-02-15
172.55,2022-02-16
168.88,2022-02-17
167.3,2022-02-18
164.32,2022-02-22
160.07,2022-02-23
162.74,2022-02-24
164.85,2022-02-25
165.12,2022-02-28
163.2,2022-03-01
166.56,2022-03-02
166.23,2022-03-03
163.17,2022-03-04
159.3,2022-03-07
157.44,2022-03-08
162.95,2022-03-09
158.52,2022-03-10
154.73,2022-03-11
150.62,2022-03-14
155.09,2022-03-15
159.59,2022-03-16
160.62,2022-03-17
163.98,2022-03-18
165.38,2022-03-21
168.82,2022-03-22
170.21,2022-03-23
174.07,2022-03-24
174.72,2022-03-25
175.6,2022-03-28
178.96,2022-03-29
177.77,2022-03-30
174.61,2022-03-31
174.31,2022-04-01
178.44,2022-04-04
175.06,2022-04-05
171.83,2022-04-06
172.14,2022-04-07
170.09,2022-04-08
165.75,2022-04-11
167.66,2022-04-12
170.4,2022-04-13
165.29,2022-04-14
165.07,2022-04-18
167.4,2022-04-19
167.23,2022-04-20
166.42,2022-04-21
161.79,2022-04-22
162.88,2022-04-25
156.8,2022-04-26
156.57,2022-04-27
163.64,2022-04-28
157.65,2022-04-29
157.96,2022-05-02
159.48,2022-05-03
166.02,2022-05-04
156.77,2022-05-05
157.28,2022-05-06
152.06,2022-05-09
154.51,2022-05-10
146.5,2022-05-11
142.56,2022-05-12
147.11,2022-05-13
145.54,2022-05-16
149.24,2022-05-17
140.82,2022-05-18
137.35,2022-05-19
137.59,2022-05-20
143.11,2022-05-23
140.36,2022-05-24
140.52,2022-05-25
143.78,2022-05-26
149.64,2022-05-27
148.84,2022-05-31
148.71,2022-06-01
151.21,2022-06-02
145.38,2022-06-03
146.14,2022-06-06
148.71,2022-06-07
147.96,2022-06-08
142.64,2022-06-09
137.13,2022-06-10
131.88,2022-06-13
132.76,2022-06-14
135.43,2022-06-15
130.06,2022-06-16
131.56,2022-06-17
135.87,2022-06-21
135.35,2022-06-22
138.27,2022-06-23
141.66,2022-06-24
141.66,2022-06-27
137.44,2022-06-28
139.23,2022-06-29
136.72,2022-06-30
138.93,2022-07-01
141.56,2022-07-05
142.92,2022-07-06
146.35,2022-07-07
147.04,2022-07-08
144.87,2022-07-11
145.86,2022-07-12
145.49,2022-07-13
148.47,2022-07-14
150.17,2022-07-15
147.07,2022-07-18
151.0,2022-07-19
153.04,2022-07-20
155.35,2022-07-21
154.09,2022-07-22
152.95,2022-07-25
151.6,2022-07-26
156.79,2022-07-27
157.35,2022-07-28
162.51,2022-07-29
161.51,2022-08-01
160.01,2022-08-02
166.13,2022-08-03
165.81,2022-08-04
165.35,2022-08-05
164.87,2022-08-08
164.92,2022-08-09
169.24,2022-08-10
168.49,2022-08-11
172.1,2022-08-12
173.19,2022-08-15
173.03,2022-08-16
174.55,2022-08-17
174.15,2022-08-18
171.52,2022-08-19
167.57,2022-08-22
167.23,2022-08-23
167.53,2022-08-24
170.03,2022-08-25
163.62,2022-08-26
161.38,2022-08-29
158.91,2022-08-30
157.22,2022-08-31
157.96,2022-09-01
155.81,2022-09-02
154.53,2022-09-06
155.96,2022-09-07
154.46,2022-09-08
157.37,2022-09-09
163.43,2022-09-12
153.84,2022-09-13
155.31,2022-09-14
152.37,2022-09-15
150.7,2022-09-16
154.48,2022-09-19
156.9,2022-09-20
153.72,2022-09-21
152.74,2022-09-22
150.43,2022-09-23
150.77,2022-09-26
151.76,2022-09-27
149.84,2022-09-28
142.48,2022-09-29
138.2,2022-09-30
142.45,2022-10-03
146.1,2022-10-04
146.4,2022-10-05
145.43,2022-10-06
140.09,2022-10-07
140.42,2022-10-10
138.98,2022-10-11
138.34,2022-10-12
142.99,2022-10-13
138.38,2022-10-14
142.41,2022-10-17
143.75,2022-10-18
143.86,2022-10-19
143.39,2022-10-20
147.27,2022-10-21
149.45,2022-10-24
152.34,2022-10-25
149.35,2022-10-26
144.8,2022-10-27
155.74,2022-10-28
153.34,2022-10-31
150.65,2022-11-01
145.03,2022-11-02
138.88,2022-11-03
138.38,2022-11-04
138.92,2022-11-07
139.5,2022-11-08
134.87,2022-11-09
146.87,2022-11-10
149.7,2022-11-11
148.28,2022-11-14
150.04,2022-11-15
148.79,2022-11-16
150.72,2022-11-17
151.29,2022-11-18
148.01,2022-11-21
150.18,2022-11-22
151.07,2022-11-23
148.11,2022-11-25
144.22,2022-11-28
141.17,2022-11-29
148.03,2022-11-30
148.31,2022-12-01
147.81,2022-12-02
146.63,2022-12-05
142.91,2022-12-06
140.94,2022-12-07
142.65,2022-12-08
142.16,2022-12-09
144.49,2022-12-12
145.47,2022-12-13
143.21,2022-12-14
136.5,2022-12-15
134.51,2022-12-16
132.37,2022-12-19
132.3,2022-12-20
135.45,2022-12-21
132.23,2022-12-22
131.86,2022-12-23
130.03,2022-12-27
126.04,2022-12-28
129.61,2022-12-29
129.93,2022-12-30
125.07,2023-01-03
126.36,2023-01-04
125.02,2023-01-05
129.62,2023-01-06
130.15,2023-01-09
130.73,2023-01-10
133.49,2023-01-11
133.41,2023-01-12
134.76,2023-01-13
135.94,2023-01-17
135.21,2023-01-18
135.27,2023-01-19
137.87,2023-01-20
141.11,2023-01-23
142.53,2023-01-24
141.86,2023-01-25
143.96,2023-01-26
145.93,2023-01-27
143.0,2023-01-30
144.29,2023-01-31
145.43,2023-02-01
150.82,2023-02-02
154.5,2023-02-03
151.73,2023-02-06
154.65,2023-02-07
151.92,2023-02-08
150.87,2023-02-09
151.01,2023-02-10
153.85,2023-02-13
153.2,2023-02-14
155.33,2023-02-15
153.71,2023-02-16
152.55,2023-02-17
148.48,2023-02-21
148.91,2023-02-22
149.4,2023-02-23
146.71,2023-02-24
147.92,2023-02-27
147.41,2023-02-28
145.31,2023-03-01
145.91,2023-03-02
151.03,2023-03-03
153.83,2023-03-06
151.6,2023-03-07
152.87,2023-03-08
150.59,2023-03-09
148.5,2023-03-10
150.47,2023-03-13
152.59,2023-03-14
152.99,2023-03-15
155.85,2023-03-16
155.0,2023-03-17
157.4,2023-03-20
159.28,2023-03-21
157.83,2023-03-22
158.93,2023-03-23
160.25,2023-03-24
158.28,2023-03-27
157.65,2023-03-28
160.77,2023-03-29
162.36,2023-03-30
164.9,2023-03-31
166.17,2023-04-03
165.63,2023-04-04
163.76,2023-04-05
164.66,2023-04-06
162.03,2023-04-10
160.8,2023-04-11
160.1,2023-04-12
165.56,2023-04-13
165.21,2023-04-14
165.23,2023-04-17
166.47,2023-04-18
167.63,2023-04-19
166.65,2023-04-20
165.02,2023-04-21
165.33,2023-04-24
163.77,2023-04-25
163.76,2023-04-26
168.41,2023-04-27
169.68,2023-04-28
169.59,2023-05-01
168.54,2023-05-02
167.45,2023-05-03
165.79,2023-05-04
173.57,2023-05-05
173.5,2023-05-08
171.77,2023-05-09
173.555,2023-05-10
173.75,2023-05-11
172.57,2023-05-12
172.07,2023-05-15
172.07,2023-05-16
172.69,2023-05-17
175.05,2023-05-18
175.16,2023-05-19
174.2,2023-05-22
171.56,2023-05-23
171.84,2023-05-24
172.99,2023-05-25
175.43,2023-05-26
177.3,2023-05-30
177.25,2023-05-31
180.09,2023-06-01
180.95,2023-06-02
179.58,2023-06-05
179.21,2023-06-06
177.82,2023-06-07
180.57,2023-06-08
180.96,2023-06-09
183.79,2023-06-12
183.31,2023-06-13
183.95,2023-06-14
186.01,2023-06-15
184.92,2023-06-16
185.01,2023-06-20
183.96,2023-06-21
187.0,2023-06-22
186.68,2023-06-23
185.27,2023-06-26
188.06,2023-06-27
189.25,2023-06-28
189.59,2023-06-29
193.97,2023-06-30
192.46,2023-07-03
191.33,2023-07-05
191.81,2023-07-06
190.68,2023-07-07
188.61,2023-07-10
188.08,2023-07-11
189.77,2023-07-12
190.54,2023-07-13
190.69,2023-07-14
193.99,2023-07-17
193.73,2023-07-18
195.1,2023-07-19
193.13,2023-07-20
191.94,2023-07-21
192.75,2023-07-24
193.62,2023-07-25
194.5,2023-07-26
193.22,2023-07-27
195.83,2023-07-28
196.45,2023-07-31
195.605,2023-08-01
192.58,2023-08-02
191.17,2023-08-03
181.99,2023-08-04
178.85,2023-08-07
179.8,2023-08-08
178.19,2023-08-09
177.97,2023-08-10
177.79,2023-08-11
179.46,2023-08-14
177.45,2023-08-15
176.57,2023-08-16
174.0,2023-08-17
174.49,2023-08-18
175.84,2023-08-21
177.23,2023-08-22
181.12,2023-08-23
176.38,2023-08-24
178.61,2023-08-25
180.19,2023-08-28
184.12,2023-08-29
187.65,2023-08-30
187.87,2023-08-31
189.46,2023-09-01
189.7,2023-09-05
182.91,2023-09-06
177.56,2023-09-07
178.18,2023-09-08
179.36,2023-09-11
176.3,2023-09-12
174.21,2023-09-13
175.74,2023-09-14
175.01,2023-09-15
177.97,2023-09-18
179.07,2023-09-19
175.49,2023-09-20
173.93,2023-09-21
174.79,2023-09-22
176.08,2023-09-25
171.96,2023-09-26
170.43,2023-09-27
170.69,2023-09-28
171.21,2023-09-29
173.75,2023-10-02
172.4,2023-10-03
173.66,2023-10-04
174.91,2023-10-05
177.49,2023-10-06
178.99,2023-10-09
178.39,2023-10-10
179.8,2023-10-11
180.71,2023-10-12
178.85,2023-10-13
178.72,2023-10-16
177.15,2023-10-17
175.84,2023-10-18
175.46,2023-10-19
172.88,2023-10-20
173.0,2023-10-23
173.44,2023-10-24
171.1,2023-10-25
166.89,2023-10-26
168.22,2023-10-27
170.29,2023-10-30
170.77,2023-10-31
173.97,2023-11-01
177.57,2023-11-02
176.65,2023-11-03
179.23,2023-11-06
181.82,2023-11-07
182.89,2023-11-08
182.41,2023-11-09
186.4,2023-11-10
184.8,2023-11-13
187.44,2023-11-14
188.01,2023-11-15
189.71,2023-11-16
189.69,2023-11-17
191.45,2023-11-20
190.64,2023-11-21
191.31,2023-11-22
189.97,2023-11-24
189.79,2023-11-27
190.4,2023-11-28
189.37,2023-11-29
189.95,2023-11-30
191.24,2023-12-01
189.43,2023-12-04
193.42,2023-12-05
192.32,2023-12-06
194.27,2023-12-07
195.71,2023-12-08
193.18,2023-12-11
194.71,2023-12-12
197.96,2023-12-13
198.11,2023-12-14
197.57,2023-12-15
195.89,2023-12-18
196.94,2023-12-19
194.83,2023-12-20
194.68,2023-12-21
193.6,2023-12-22
193.05,2023-12-26
193.15,2023-12-27
193.58,2023-12-28
192.53,2023-12-29
185.64,2024-01-02
184.25,2024-01-03
181.91,2024-01-04
181.18,2024-01-05
185.56,2024-01-08
185.14,2024-01-09
186.19,2024-01-10
185.59,2024-01-11
185.92,2024-01-12
183.63,2024-01-16
182.68,2024-01-17
188.63,2024-01-18
191.56,2024-01-19
193.89,2024-01-22
195.18,2024-01-23
194.5,2024-01-24
194.17,2024-01-25
192.42,2024-01-26
191.73,2024-01-29
188.04,2024-01-30
184.4,2024-01-31
186.86,2024-02-01
185.85,2024-02-02
187.68,2024-02-05
189.3,2024-02-06
189.41,2024-02-07
188.32,2024-02-08
188.85,2024-02-09
187.15,2024-02-12
185.04,2024-02-13
184.15,2024-02-14
183.86,2024-02-15
182.31,2024-02-16
181.56,2024-02-20
182.32,2024-02-21
184.37,2024-02-22
182.52,2024-02-23
181.16,2024-02-26
182.63,2024-02-27
181.42,2024-02-28
180.75,2024-02-29
179.66,2024-03-01
175.1,2024-03-04
170.12,2024-03-05
169.12,2024-03-06
169.0,2024-03-07
170.73,2024-03-08
172.75,2024-03-11
173.23,2024-03-12
171.13,2024-03-13
173.0,2024-03-14
172.62,2024-03-15
173.72,2024-03-18
176.08,2024-03-19
178.67,2024-03-20
171.37,2024-03-21
172.28,2024-03-22
170.85,2024-03-25
169.71,2024-03-26
173.31,2024-03-27
171.48,2024-03-28
170.03,2024-04-01
168.84,2024-04-02
169.65,2024-04-03
168.82,2024-04-04
169.58,2024-04-05
168.45,2024-04-08
169.67,2024-04-09
167.78,2024-04-10
175.04,2024-04-11
176.55,2024-04-12
172.69,2024-04-15
169.38,2024-04-16
168.0,2024-04-17
167.04,2024-04-18
165.0,2024-04-19
165.84,2024-04-22
166.9,2024-04-23
169.02,2024-04-24
169.89,2024-04-25
169.3,2024-04-26
173.5,2024-04-29
170.33,2024-04-30
169.3,2024-05-01
173.03,2024-05-02
183.38,2024-05-03
181.71,2024-05-06
182.4,2024-05-07
182.74,2024-05-08
184.57,2024-05-09
183.05,2024-05-10
186.28,2024-05-13
187.43,2024-05-14
189.72,2024-05-15
189.84,2024-05-16
189.87,2024-05-17
191.04,2024-05-20
192.35,2024-05-21
190.9,2024-05-22
186.88,2024-05-23
189.98,2024-05-24
189.99,2024-05-28
190.29,2024-05-29
191.29,2024-05-30
192.25,2024-05-31
194.03,2024-06-03
194.35,2024-06-04
195.87,2024-06-05
194.48,2024-06-06
196.89,2024-06-07
193.12,2024-06-10
207.15,2024-06-11
213.07,2024-06-12
214.24,2024-06-13
212.49,2024-06-14
216.67,2024-06-17
214.29,2024-06-18
209.68,2024-06-20
207.49,2024-06-21
208.14,2024-06-24
209.07,2024-06-25
213.25,2024-06-26
214.1,2024-06-27
210.62,2024-06-28
216.75,2024-07-01
220.27,2024-07-02
221.55,2024-07-03
226.34,2024-07-05
227.82,2024-07-08
228.68,2024-07-09
232.98,2024-07-10
227.57,2024-07-11
230.54,2024-07-12
234.4,2024-07-15
234.82,2024-07-16
228.88,2024-07-17
224.18,2024-07-18
224.31,2024-07-19
223.96,2024-07-22
225.01,2024-07-23
218.54,2024-07-24
217.49,2024-07-25
217.96,2024-07-26
218.24,2024-07-29
218.8,2024-07-30
222.08,2024-07-31
218.36,2024-08-01
219.86,2024-08-02
209.27,2024-08-05
207.23,2024-08-06
209.82,2024-08-07
213.31,2024-08-08
216.24,2024-08-09
217.53,2024-08-12
221.27,2024-08-13
221.72,2024-08-14
224.72,2024-08-15
226.05,2024-08-16
225.89,2024-08-19
226.51,2024-08-20
226.4,2024-08-21
224.53,2024-08-22
226.84,2024-08-23
227.18,2024-08-26
228.03,2024-08-27
226.49,2024-08-28
229.79,2024-08-29
229.0,2024-08-30
222.77,2024-09-03
220.85,2024-09-04
222.38,2024-09-05
220.82,2024-09-06
220.91,2024-09-09
220.11,2024-09-10
222.66,2024-09-11
222.77,2024-09-12
222.5,2024-09-13
216.32,2024-09-16
216.79,2024-09-17
220.69,2024-09-18
228.87,2024-09-19
228.2,2024-09-20
226.47,2024-09-23
227.37,2024-09-24
226.37,2024-09-25
227.52,2024-09-26
227.79,2024-09-27
233.0,2024-09-30
226.21,2024-10-01
226.78,2024-10-02
225.67,2024-10-03
226.8,2024-10-04
221.69,2024-10-07
225.77,2024-10-08
229.54,2024-10-09
229.04,2024-10-10
227.55,2024-10-11
231.3,2024-10-14
233.85,2024-10-15
231.78,2024-10-16
232.15,2024-10-17
235.0,2024-10-18
236.48,2024-10-21
235.86,2024-10-22
230.76,2024-10-23
230.57,2024-10-24
231.41,2024-10-25
233.4,2024-10-28
233.67,2024-10-29
230.1,2024-10-30
225.91,2024-10-31
222.91,2024-11-01
222.01,2024-11-04
223.45,2024-11-05
222.72,2024-11-06
227.48,2024-11-07
226.96,2024-11-08
224.23,2024-11-11
224.23,2024-11-12
225.12,2024-11-13
228.22,2024-11-14
225.0,2024-11-15
228.02,2024-11-18
228.28,2024-11-19
229.0,2024-11-20
228.52,2024-11-21
229.87,2024-11-22
232.87,2024-11-25
235.06,2024-11-26
234.93,2024-11-27
237.33,2024-11-29
239.59,2024-12-02
242.65,2024-12-03
243.01,2024-12-04
243.04,2024-12-05
242.84,2024-12-06
246.75,2024-12-09
247.77,2024-12-10
246.49,2024-12-11
247.96,2024-12-12
248.13,2024-12-13
251.04,2024-12-16
253.48,2024-12-17
248.05,2024-12-18
249.79,2024-12-19
254.49,2024-12-20
255.27,2024-12-23
258.2,2024-12-24
259.02,2024-12-26
255.59,2024-12-27
252.2,2024-12-30
250.42,2024-12-31
243.85,2025-01-02
243.36,2025-01-03
245.0,2025-01-06
242.21,2025-01-07
242.7,2025-01-08
236.85,2025-01-10
234.4,2025-01-13
233.28,2025-01-14
237.87,2025-01-15
228.26,2025-01-16
229.98,2025-01-17
222.64,2025-01-21
223.83,2025-01-22
223.66,2025-01-23
222.78,2025-01-24
229.86,2025-01-27
238.26,2025-01-28
239.36,2025-01-29
237.59,2025-01-30
236.0,2025-01-31
228.01,2025-02-03
232.8,2025-02-04
232.47,2025-02-05
233.22,2025-02-06
227.63,2025-02-07
227.65,2025-02-10
232.62,2025-02-11
236.87,2025-02-12
241.53,2025-02-13
244.6,2025-02-14
244.47,2025-02-18
244.87,2025-02-19
245.83,2025-02-20
245.55,2025-02-21
247.1,2025-02-24
247.04,2025-02-25
240.36,2025-02-26
237.3,2025-02-27
241.84,2025-02-28
